review,rating,date,bank,source
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank,Google Play Store
excellent mobile banking digital,5,2025-08-24,Dashen Bank,Google Play Store
"Best App .. Good job, Dashen Bank",5,2025-07-16,Dashen Bank,Google Play Store
nice app but transaction limet not enough,5,2025-06-17,Dashen Bank,Google Play Store
Great always one step ahead and most reliable bank,5,2025-07-22,Dashen Bank,Google Play Store
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play Store
easy to use and the best one,5,2025-08-17,Dashen Bank,Google Play Store
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play Store
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen Bank,Google Play Store
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play Store
wow dashen bank super app,5,2025-11-12,Dashen Bank,Google Play Store
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play Store
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen Bank,Google Play Store
Some connection issues,3,2025-08-12,Dashen Bank,Google Play Store
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank,Google Play Store
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play Store
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play Store
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play Store
easiness to use with fast response time,5,2025-04-21,Dashen Bank,Google Play Store
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank,Google Play Store
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play Store
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play Store
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank,Google Play Store
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play Store
"easy &,simple to use",5,2025-04-21,Dashen Bank,Google Play Store
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play Store
An app with High performance and advanced features!,5,2025-04-21,Dashen Bank,Google Play Store
It good and easy to use,5,2025-03-11,Dashen Bank,Google Play Store
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank,Google Play Store
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen Bank,Google Play Store
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play Store
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play Store
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play Store
It looks good and simple to use,5,2025-01-14,Dashen Bank,Google Play Store
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play Store
nice and best,5,2025-10-10,Dashen Bank,Google Play Store
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank,Google Play Store
un functional app,1,2025-08-29,Dashen Bank,Google Play Store
Massive upgrade from the Amole app.,5,2025-05-31,Dashen Bank,Google Play Store
Better Move to catch the competition up👍,5,2025-01-16,Dashen Bank,Google Play Store
Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play Store
i dont like it,1,2025-09-27,Dashen Bank,Google Play Store
Dashen is the Future,5,2025-09-27,Dashen Bank,Google Play Store
very nise good,5,2025-10-30,Dashen Bank,Google Play Store
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play Store
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play Store
i am using,5,2025-11-05,Dashen Bank,Google Play Store
wow dashen bank,5,2025-11-03,Dashen Bank,Google Play Store
worst app ever,1,2025-11-05,Dashen Bank,Google Play Store
betam kerfafa naw,1,2025-11-05,Dashen Bank,Google Play Store
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play Store
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen Bank,Google Play Store
sometimes is not working to be honest,1,2025-08-01,Dashen Bank,Google Play Store
Dashen Bank super app is the best app,5,2025-08-05,Dashen Bank,Google Play Store
it is the best,5,2025-10-11,Dashen Bank,Google Play Store
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen Bank,Google Play Store
smooth and easy!!!,5,2025-11-14,Dashen Bank,Google Play Store
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,Dashen Bank,Google Play Store
Best Mobile Banking App in Ethiopia .,5,2025-11-11,Dashen Bank,Google Play Store
it's good but is not fast,5,2025-11-09,Dashen Bank,Google Play Store
it's too slow,1,2025-11-01,Dashen Bank,Google Play Store
"one step forward, Ethiopian bank and e commerce industry",5,2025-08-15,Dashen Bank,Google Play Store
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play Store
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play Store
"its amazing app, visually stunning",5,2025-09-26,Dashen Bank,Google Play Store
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play Store
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play Store
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play Store
bad specialy at weekends,1,2025-09-07,Dashen Bank,Google Play Store
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play Store
Faster and userfriendly,5,2025-01-14,Dashen Bank,Google Play Store
this app is outstanding,5,2025-10-01,Dashen Bank,Google Play Store
it doesn't let me open my account,1,2025-10-12,Dashen Bank,Google Play Store
it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play Store
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play Store
still it's essay for user,4,2025-08-15,Dashen Bank,Google Play Store
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen Bank,Google Play Store
very good compared to Amole!,5,2025-07-13,Dashen Bank,Google Play Store
Why isn't this app working?,5,2025-07-29,Dashen Bank,Google Play Store
good job my dashen super app,5,2025-08-12,Dashen Bank,Google Play Store
best but USSD is necessary,5,2025-08-15,Dashen Bank,Google Play Store
very good for this app,5,2025-05-31,Dashen Bank,Google Play Store
safe and secure,3,2025-09-18,Dashen Bank,Google Play Store
alway slow loading,1,2025-06-30,Dashen Bank,Google Play Store
best app with best bank,5,2025-07-02,Dashen Bank,Google Play Store
"Appreciated, Always one step ahead!",5,2025-09-26,Dashen Bank,Google Play Store
slowest banking app ever used,3,2025-08-07,Dashen Bank,Google Play Store
all in one super app,5,2025-07-21,Dashen Bank,Google Play Store
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play Store
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play Store
Better and inclusive app!,5,2025-04-21,Dashen Bank,Google Play Store
Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play Store
The best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play Store
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen Bank,Google Play Store
